ID,WBS,Task Name,Duration (days),Start,Finish,Predecessors,Resource Names,Lump-Sum Cost (USD),Resource-Based Cost (USD),Cost1 (Resource-Based),Cost2 (Resource-Based)
233,2.11,Tube segment fabrication batch 16,14,2027-11-09,2027-11-22,,Tube Manufacturer,100000,90000,90000,90000
234,2.12,Tube segment QA & NDT batch 16,7,2027-11-23,2027-11-29,,QA Team,20000,18000,18000,18000
235,2.13,Tube segment transport to site batch 16,10,2027-11-30,2027-12-09,,Logistics,30000,27000,27000,27000
236,2.11,Tube segment fabrication batch 17,14,2027-11-16,2027-11-29,,Tube Manufacturer,100000,90000,90000,90000
237,2.12,Tube segment QA & NDT batch 17,7,2027-11-30,2027-12-06,,QA Team,20000,18000,18000,18000
238,2.13,Tube segment transport to site batch 17,10,2027-12-07,2027-12-16,,Logistics,30000,27000,27000,27000
239,2.11,Tube segment fabrication batch 18,14,2027-11-23,2027-12-06,,Tube Manufacturer,100000,90000,90000,90000
240,2.12,Tube segment QA & NDT batch 18,7,2027-12-07,2027-12-13,,QA Team,20000,18000,18000,18000
241,2.13,Tube segment transport to site batch 18,10,2027-12-14,2027-12-23,,Logistics,30000,27000,27000,27000
242,2.11,Tube segment fabrication batch 19,14,2027-11-30,2027-12-13,,Tube Manufacturer,100000,90000,90000,90000
243,2.12,Tube segment QA & NDT batch 19,7,2027-12-14,2027-12-20,,QA Team,20000,18000,18000,18000
244,2.13,Tube segment transport to site batch 19,10,2027-12-21,2027-12-30,,Logistics,30000,27000,27000,27000
245,2.11,Tube segment fabrication batch 20,14,2027-12-07,2027-12-20,,Tube Manufacturer,100000,90000,90000,90000
246,2.12,Tube segment QA & NDT batch 20,7,2027-12-21,2027-12-27,,QA Team,20000,18000,18000,18000
247,2.13,Tube segment transport to site batch 20,10,2027-12-28,2028-01-06,,Logistics,30000,27000,27000,27000
248,2.11,Tube segment fabrication batch 21,14,2027-12-14,2027-12-27,,Tube Manufacturer,100000,90000,90000,90000
249,2.12,Tube segment QA & NDT batch 21,7,2027-12-28,2028-01-03,,QA Team,20000,18000,18000,18000
250,2.13,Tube segment transport to site batch 21,10,2028-01-04,2028-01-13,,Logistics,30000,27000,27000,27000
251,2.11,Tube segment fabrication batch 22,14,2027-12-21,2028-01-03,,Tube Manufacturer,100000,90000,90000,90000
252,2.12,Tube segment QA & NDT batch 22,7,2028-01-04,2028-01-10,,QA Team,20000,18000,18000,18000
253,2.13,Tube segment transport to site batch 22,10,2028-01-11,2028-01-20,,Logistics,30000,27000,27000,27000
254,2.11,Tube segment fabrication batch 23,14,2027-12-28,2028-01-10,,Tube Manufacturer,100000,90000,90000,90000
255,2.12,Tube segment QA & NDT batch 23,7,2028-01-11,2028-01-17,,QA Team,20000,18000,18000,18000
256,2.13,Tube segment transport to site batch 23,10,2028-01-18,2028-01-27,,Logistics,30000,27000,27000,27000
257,2.11,Tube segment fabrication batch 24,14,2028-01-04,2028-01-17,,Tube Manufacturer,100000,90000,90000,90000
258,2.12,Tube segment QA & NDT batch 24,7,2028-01-18,2028-01-24,,QA Team,20000,18000,18000,18000
259,2.13,Tube segment transport to site batch 24,10,2028-01-25,2028-02-03,,Logistics,30000,27000,27000,27000
260,2.11,Tube segment fabrication batch 25,14,2028-01-11,2028-01-24,,Tube Manufacturer,100000,90000,90000,90000
261,2.12,Tube segment QA & NDT batch 25,7,2028-01-25,2028-01-31,,QA Team,20000,18000,18000,18000
262,2.13,Tube segment transport to site batch 25,10,2028-02-01,2028-02-10,,Logistics,30000,27000,27000,27000
263,2.11,Tube segment fabrication batch 26,14,2028-01-18,2028-01-31,,Tube Manufacturer,100000,90000,90000,90000
264,2.12,Tube segment QA & NDT batch 26,7,2028-02-01,2028-02-07,,QA Team,20000,18000,18000,18000
265,2.13,Tube segment transport to site batch 26,10,2028-02-08,2028-02-17,,Logistics,30000,27000,27000,27000
266,2.11,Tube segment fabrication batch 27,14,2028-01-25,2028-02-07,,Tube Manufacturer,100000,90000,90000,90000
267,2.12,Tube segment QA & NDT batch 27,7,2028-02-08,2028-02-14,,QA Team,20000,18000,18000,18000
268,2.13,Tube segment transport to site batch 27,10,2028-02-15,2028-02-24,,Logistics,30000,27000,27000,27000
269,2.11,Tube segment fabrication batch 28,14,2028-02-01,2028-02-14,,Tube Manufacturer,100000,90000,90000,90000
270,2.12,Tube segment QA & NDT batch 28,7,2028-02-15,2028-02-21,,QA Team,20000,18000,18000,18000
271,2.13,Tube segment transport to site batch 28,10,2028-02-22,2028-03-02,,Logistics,30000,27000,27000,27000
272,2.11,Tube segment fabrication batch 29,14,2028-02-08,2028-02-21,,Tube Manufacturer,100000,90000,90000,90000
273,2.12,Tube segment QA & NDT batch 29,7,2028-02-22,2028-02-28,,QA Team,20000,18000,18000,18000
274,2.13,Tube segment transport to site batch 29,10,2028-02-29,2028-03-09,,Logistics,30000,27000,27000,27000
275,2.11,Tube segment fabrication batch 30,14,2028-02-15,2028-02-28,,Tube Manufacturer,100000,90000,90000,90000
276,2.12,Tube segment QA & NDT batch 30,7,2028-02-29,2028-03-06,,QA Team,20000,18000,18000,18000
277,2.13,Tube segment transport to site batch 30,10,2028-03-07,2028-03-16,,Logistics,30000,27000,27000,27000
278,2.11,Tube segment fabrication batch 31,14,2028-02-22,2028-03-06,,Tube Manufacturer,100000,90000,90000,90000
279,2.12,Tube segment QA & NDT batch 31,7,2028-03-07,2028-03-13,,QA Team,20000,18000,18000,18000
280,2.13,Tube segment transport to site batch 31,10,2028-03-14,2028-03-23,,Logistics,30000,27000,27000,27000
281,2.11,Tube segment fabrication batch 32,14,2028-02-29,2028-03-13,,Tube Manufacturer,100000,90000,90000,90000
282,2.12,Tube segment QA & NDT batch 32,7,2028-03-14,2028-03-20,,QA Team,20000,18000,18000,18000
283,2.13,Tube segment transport to site batch 32,10,2028-03-21,2028-03-30,,Logistics,30000,27000,27000,27000
284,2.11,Tube segment fabrication batch 33,14,2028-03-07,2028-03-20,,Tube Manufacturer,100000,90000,90000,90000
285,2.12,Tube segment QA & NDT batch 33,7,2028-03-21,2028-03-27,,QA Team,20000,18000,18000,18000
286,2.13,Tube segment transport to site batch 33,10,2028-03-28,2028-04-06,,Logistics,30000,27000,27000,27000
287,2.11,Tube segment fabrication batch 34,14,2028-03-14,2028-03-27,,Tube Manufacturer,100000,90000,90000,90000
288,2.12,Tube segment QA & NDT batch 34,7,2028-03-28,2028-04-03,,QA Team,20000,18000,18000,18000
289,2.13,Tube segment transport to site batch 34,10,2028-04-04,2028-04-13,,Logistics,30000,27000,27000,27000
290,2.11,Tube segment fabrication batch 35,14,2028-03-21,2028-04-03,,Tube Manufacturer,100000,90000,90000,90000
291,2.12,Tube segment QA & NDT batch 35,7,2028-04-04,2028-04-10,,QA Team,20000,18000,18000,18000
292,2.13,Tube segment transport to site batch 35,10,2028-04-11,2028-04-20,,Logistics,30000,27000,27000,27000
293,2.11,Tube segment fabrication batch 36,14,2028-03-28,2028-04-10,,Tube Manufacturer,100000,90000,90000,90000
294,2.12,Tube segment QA & NDT batch 36,7,2028-04-11,2028-04-17,,QA Team,20000,18000,18000,18000
295,2.13,Tube segment transport to site batch 36,10,2028-04-18,2028-04-27,,Logistics,30000,27000,27000,27000
296,2.11,Tube segment fabrication batch 37,14,2028-04-04,2028-04-17,,Tube Manufacturer,100000,90000,90000,90000
297,2.12,Tube segment QA & NDT batch 37,7,2028-04-18,2028-04-24,,QA Team,20000,18000,18000,18000
298,2.13,Tube segment transport to site batch 37,10,2028-04-25,2028-05-04,,Logistics,30000,27000,27000,27000
299,2.11,Tube segment fabrication batch 38,14,2028-04-11,2028-04-24,,Tube Manufacturer,100000,90000,90000,90000
300,2.12,Tube segment QA & NDT batch 38,7,2028-04-25,2028-05-01,,QA Team,20000,18000,18000,18000
301,2.13,Tube segment transport to site batch 38,10,2028-05-02,2028-05-11,,Logistics,30000,27000,27000,27000
302,2.11,Tube segment fabrication batch 39,14,2028-04-18,2028-05-01,,Tube Manufacturer,100000,90000,90000,90000
303,2.12,Tube segment QA & NDT batch 39,7,2028-05-02,2028-05-08,,QA Team,20000,18000,18000,18000
304,2.13,Tube segment transport to site batch 39,10,2028-05-09,2028-05-18,,Logistics,30000,27000,27000,27000
305,2.11,Tube segment fabrication batch 40,14,2028-04-25,2028-05-08,,Tube Manufacturer,100000,90000,90000,90000
306,2.12,Tube segment QA & NDT batch 40,7,2028-05-09,2028-05-15,,QA Team,20000,18000,18000,18000
307,2.13,Tube segment transport to site batch 40,10,2028-05-16,2028-05-25,,Logistics,30000,27000,27000,27000
308,2.11,Tube segment fabrication batch 41,14,2028-05-02,2028-05-15,,Tube Manufacturer,100000,90000,90000,90000
309,2.12,Tube segment QA & NDT batch 41,7,2028-05-16,2028-05-22,,QA Team,20000,18000,18000,18000
310,2.13,Tube segment transport to site batch 41,10,2028-05-23,2028-06-01,,Logistics,30000,27000,27000,27000
311,2.11,Tube segment fabrication batch 42,14,2028-05-09,2028-05-22,,Tube Manufacturer,100000,90000,90000,90000
312,2.12,Tube segment QA & NDT batch 42,7,2028-05-23,2028-05-29,,QA Team,20000,18000,18000,18000
313,2.13,Tube segment transport to site batch 42,10,2028-05-30,2028-06-08,,Logistics,30000,27000,27000,27000
314,2.11,Tube segment fabrication batch 43,14,2028-05-16,2028-05-29,,Tube Manufacturer,100000,90000,90000,90000
315,2.12,Tube segment QA & NDT batch 43,7,2028-05-30,2028-06-05,,QA Team,20000,18000,18000,18000
316,2.13,Tube segment transport to site batch 43,10,2028-06-06,2028-06-15,,Logistics,30000,27000,27000,27000
317,2.11,Tube segment fabrication batch 44,14,2028-05-23,2028-06-05,,Tube Manufacturer,100000,90000,90000,90000
318,2.12,Tube segment QA & NDT batch 44,7,2028-06-06,2028-06-12,,QA Team,20000,18000,18000,18000
319,2.13,Tube segment transport to site batch 44,10,2028-06-13,2028-06-22,,Logistics,30000,27000,27000,27000
320,2.11,Tube segment fabrication batch 45,14,2028-05-30,2028-06-12,,Tube Manufacturer,100000,90000,90000,90000
321,2.12,Tube segment QA & NDT batch 45,7,2028-06-13,2028-06-19,,QA Team,20000,18000,18000,18000
322,2.13,Tube segment transport to site batch 45,10,2028-06-20,2028-06-29,,Logistics,30000,27000,27000,27000
323,2.11,Tube segment fabrication batch 46,14,2028-06-06,2028-06-19,,Tube Manufacturer,100000,90000,90000,90000
324,2.12,Tube segment QA & NDT batch 46,7,2028-06-20,2028-06-26,,QA Team,20000,18000,18000,18000
325,2.13,Tube segment transport to site batch 46,10,2028-06-27,2028-07-06,,Logistics,30000,27000,27000,27000
326,2.11,Tube segment fabrication batch 47,14,2028-06-13,2028-06-26,,Tube Manufacturer,100000,90000,90000,90000
327,2.12,Tube segment QA & NDT batch 47,7,2028-06-27,2028-07-03,,QA Team,20000,18000,18000,18000
328,2.13,Tube segment transport to site batch 47,10,2028-07-04,2028-07-13,,Logistics,30000,27000,27000,27000
329,2.11,Tube segment fabrication batch 48,14,2028-06-20,2028-07-03,,Tube Manufacturer,100000,90000,90000,90000
330,2.12,Tube segment QA & NDT batch 48,7,2028-07-04,2028-07-10,,QA Team,20000,18000,18000,18000
331,2.13,Tube segment transport to site batch 48,10,2028-07-11,2028-07-20,,Logistics,30000,27000,27000,27000
332,2.11,Tube segment fabrication batch 49,14,2028-06-27,2028-07-10,,Tube Manufacturer,100000,90000,90000,90000
333,2.12,Tube segment QA & NDT batch 49,7,2028-07-11,2028-07-17,,QA Team,20000,18000,18000,18000
334,2.13,Tube segment transport to site batch 49,10,2028-07-18,2028-07-27,,Logistics,30000,27000,27000,27000
335,2.11,Tube segment fabrication batch 50,14,2028-07-04,2028-07-17,,Tube Manufacturer,100000,90000,90000,90000
336,2.12,Tube segment QA & NDT batch 50,7,2028-07-18,2028-07-24,,QA Team,20000,18000,18000,18000
337,2.13,Tube segment transport to site batch 50,10,2028-07-25,2028-08-03,,Logistics,30000,27000,27000,27000
338,2.11,Tube segment fabrication batch 51,14,2028-07-11,2028-07-24,,Tube Manufacturer,100000,90000,90000,90000
339,2.12,Tube segment QA & NDT batch 51,7,2028-07-25,2028-07-31,,QA Team,20000,18000,18000,18000
340,2.13,Tube segment transport to site batch 51,10,2028-08-01,2028-08-10,,Logistics,30000,27000,27000,27000
341,2.11,Tube segment fabrication batch 52,14,2028-07-18,2028-07-31,,Tube Manufacturer,100000,90000,90000,90000
342,2.12,Tube segment QA & NDT batch 52,7,2028-08-01,2028-08-07,,QA Team,20000,18000,18000,18000
343,2.13,Tube segment transport to site batch 52,10,2028-08-08,2028-08-17,,Logistics,30000,27000,27000,27000
344,2.11,Tube segment fabrication batch 53,14,2028-07-25,2028-08-07,,Tube Manufacturer,100000,90000,90000,90000
345,2.12,Tube segment QA & NDT batch 53,7,2028-08-08,2028-08-14,,QA Team,20000,18000,18000,18000
346,2.13,Tube segment transport to site batch 53,10,2028-08-15,2028-08-24,,Logistics,30000,27000,27000,27000
347,2.11,Tube segment fabrication batch 54,14,2028-08-01,2028-08-14,,Tube Manufacturer,100000,90000,90000,90000
348,2.12,Tube segment QA & NDT batch 54,7,2028-08-15,2028-08-21,,QA Team,20000,18000,18000,18000
349,2.13,Tube segment transport to site batch 54,10,2028-08-22,2028-08-31,,Logistics,30000,27000,27000,27000
350,2.11,Tube segment fabrication batch 55,14,2028-08-08,2028-08-21,,Tube Manufacturer,100000,90000,90000,90000
351,2.12,Tube segment QA & NDT batch 55,7,2028-08-22,2028-08-28,,QA Team,20000,18000,18000,18000
352,2.13,Tube segment transport to site batch 55,10,2028-08-29,2028-09-07,,Logistics,30000,27000,27000,27000
353,2.11,Tube segment fabrication batch 56,14,2028-08-15,2028-08-28,,Tube Manufacturer,100000,90000,90000,90000
354,2.12,Tube segment QA & NDT batch 56,7,2028-08-29,2028-09-04,,QA Team,20000,18000,18000,18000
355,2.13,Tube segment transport to site batch 56,10,2028-09-05,2028-09-14,,Logistics,30000,27000,27000,27000
356,2.11,Tube segment fabrication batch 57,14,2028-08-22,2028-09-04,,Tube Manufacturer,100000,90000,90000,90000
357,2.12,Tube segment QA & NDT batch 57,7,2028-09-05,2028-09-11,,QA Team,20000,18000,18000,18000
358,2.13,Tube segment transport to site batch 57,10,2028-09-12,2028-09-21,,Logistics,30000,27000,27000,27000
359,2.11,Tube segment fabrication batch 58,14,2028-08-29,2028-09-11,,Tube Manufacturer,100000,90000,90000,90000
360,2.12,Tube segment QA & NDT batch 58,7,2028-09-12,2028-09-18,,QA Team,20000,18000,18000,18000
361,2.13,Tube segment transport to site batch 58,10,2028-09-19,2028-09-28,,Logistics,30000,27000,27000,27000
362,2.11,Tube segment fabrication batch 59,14,2028-09-05,2028-09-18,,Tube Manufacturer,100000,90000,90000,90000
363,2.12,Tube segment QA & NDT batch 59,7,2028-09-19,2028-09-25,,QA Team,20000,18000,18000,18000
364,2.13,Tube segment transport to site batch 59,10,2028-09-26,2028-10-05,,Logistics,30000,27000,27000,27000
365,2.11,Tube segment fabrication batch 60,14,2028-09-12,2028-09-25,,Tube Manufacturer,100000,90000,90000,90000
366,2.12,Tube segment QA & NDT batch 60,7,2028-09-26,2028-10-02,,QA Team,20000,18000,18000,18000
367,2.13,Tube segment transport to site batch 60,10,2028-10-03,2028-10-12,,Logistics,30000,27000,27000,27000
368,2.14,Test track tube assembly - 1km sectors,180,2027-08-19,2028-02-14,,Assembly Crew,1500000,1350000,1350000,1350000
369,2.15,Vacuum pump station build & install,120,2027-09-18,2028-01-15,,Vacuum Systems,800000,720000,720000,720000
370,2.16,Control system install (test track),90,2027-10-18,2028-01-15,,Control Systems,500000,450000,450000,450000
371,2.17,Test track electrical & SCADA,120,2027-10-28,2028-02-24,,Electrical Contractor,400000,360000,360000,360000
372,2.18,Pod integration & docking station,90,2027-11-17,2028-02-14,,Pod Manufacturer,600000,540000,540000,540000
373,2.19,Test track safety systems & emergency egress,60,2027-12-07,2028-02-04,,Safety Team,200000,180000,180000,180000
374,2.20,Machine shop & spare parts procurement,60,2027-09-18,2027-11-16,,Procurement,100000,90000,90000,90000
375,2.21,Test cycle 1 - vacuum integrity tests,14,2028-03-06,2028-03-19,,Test Labs,50000,45000,45000,45000
376,2.22,Test cycle 1 - levitation & stability tests,14,2028-03-21,2028-04-03,,Test Labs,60000,54000,54000,54000
377,2.23,Test cycle 1 - emergency evacuation drill,7,2028-04-05,2028-04-11,,Safety Team,15000,13500,13500,13500
378,2.21,Test cycle 2 - vacuum integrity tests,14,2028-04-05,2028-04-18,,Test Labs,50000,45000,45000,45000
379,2.22,Test cycle 2 - levitation & stability tests,14,2028-04-20,2028-05-03,,Test Labs,60000,54000,54000,54000
380,2.23,Test cycle 2 - emergency evacuation drill,7,2028-05-05,2028-05-11,,Safety Team,15000,13500,13500,13500
381,2.21,Test cycle 3 - vacuum integrity tests,14,2028-05-05,2028-05-18,,Test Labs,50000,45000,45000,45000
382,2.22,Test cycle 3 - levitation & stability tests,14,2028-05-20,2028-06-02,,Test Labs,60000,54000,54000,54000
383,2.23,Test cycle 3 - emergency evacuation drill,7,2028-06-04,2028-06-10,,Safety Team,15000,13500,13500,13500
384,2.21,Test cycle 4 - vacuum integrity tests,14,2028-06-04,2028-06-17,,Test Labs,50000,45000,45000,45000
385,2.22,Test cycle 4 - levitation & stability tests,14,2028-06-19,2028-07-02,,Test Labs,60000,54000,54000,54000
386,2.23,Test cycle 4 - emergency evacuation drill,7,2028-07-04,2028-07-10,,Safety Team,15000,13500,13500,13500
387,2.21,Test cycle 5 - vacuum integrity tests,14,2028-07-04,2028-07-17,,Test Labs,50000,45000,45000,45000
388,2.22,Test cycle 5 - levitation & stability tests,14,2028-07-19,2028-08-01,,Test Labs,60000,54000,54000,54000
389,2.23,Test cycle 5 - emergency evacuation drill,7,2028-08-03,2028-08-09,,Safety Team,15000,13500,13500,13500
390,2.21,Test cycle 6 - vacuum integrity tests,14,2028-08-03,2028-08-16,,Test Labs,50000,45000,45000,45000
391,2.22,Test cycle 6 - levitation & stability tests,14,2028-08-18,2028-08-31,,Test Labs,60000,54000,54000,54000
392,2.23,Test cycle 6 - emergency evacuation drill,7,2028-09-02,2028-09-08,,Safety Team,15000,13500,13500,13500
393,2.21,Test cycle 7 - vacuum integrity tests,14,2028-09-02,2028-09-15,,Test Labs,50000,45000,45000,45000
394,2.22,Test cycle 7 - levitation & stability tests,14,2028-09-17,2028-09-30,,Test Labs,60000,54000,54000,54000
395,2.23,Test cycle 7 - emergency evacuation drill,7,2028-10-02,2028-10-08,,Safety Team,15000,13500,13500,13500
396,2.21,Test cycle 8 - vacuum integrity tests,14,2028-10-02,2028-10-15,,Test Labs,50000,45000,45000,45000
397,2.22,Test cycle 8 - levitation & stability tests,14,2028-10-17,2028-10-30,,Test Labs,60000,54000,54000,54000
398,2.23,Test cycle 8 - emergency evacuation drill,7,2028-11-01,2028-11-07,,Safety Team,15000,13500,13500,13500
399,3.1.1,Zone 1 - mobilize site compound,14,2030-07-01,2030-07-14,,Construction Contractor,50000,45000,45000,45000
400,3.1.2,Zone 1 - establish access roads,21,2030-07-06,2030-07-26,,Civil Contractor,80000,72000,72000,72000
401,3.1.3,Zone 1 - utility diversions & protections,28,2030-07-11,2030-08-07,,Utilities Contractor,100000,90000,90000,90000
402,3.1.4,Zone 1 - pile layout & markout,7,2030-07-13,2030-07-19,,Survey Team,15000,13500,13500,13500
